IUPAC,ACG,CTB,DC_SIGN,Gal4,LCA,MAL,NPL,PSA,SBA,SNL,UEA
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.407575,86.060625,15.023125,41.8505,6.0178,130.72105,9.318575,16.5515,-8.41055,19.0706,2.6141
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,6.70355,60.9957,13.5906,178.1679,30.69005,80.5474,0.80865,13.759425,-11.4734,-7.492525,0.0973
Gal(b1-3)GlcNAc(b1-Sp0,22.29375,156.09655,15.38395,8.6774,12.076,132.225275,20.571075,15.006525,-22.586775,-8.0202,-3.875275
Gal(b1-3)GlcNAc(b1-Sp8,14.682825,139.362,13.112225,11.990225,11.737975,146.2497,7.561725,4.34025,-11.420625,-4.465175,-14.471325
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.73285,161.6965,285.017875,7.210975,8.79435,179.666675,14.6366,20.179325,-13.8459,-1.142375,25.0924
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,12.6762,106.121625,489.5296,7.84105,11.7261,70.25945,32.191125,19.904475,-12.29905,-9.234125,49.0395
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,40.6083,171.532875,1396.95645,2.914075,31.635975,3.4123,17.1068,9.697825,-15.832,-10.078775,14.03045
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.96335,33.97355,3935.382725,12.5654,22.655825,249.2051,3.181375,5.86535,-10.352575,1.790525,14.0032
Gal(b1-4)(6S)Glc(b1-Sp0,29.73155,336.5914,8.0293,144.6365,17.905625,31.057825,12.675425,57.76415,-13.560525,418.73045,7.61315
Gal(b1-4)(6S)Glc(b1-Sp8,9.434275,75.068525,15.924225,91.895875,22.8287,95.71525,12.424975,10.45095,-11.231375,408.2234,-3.313275
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,11.31215,104.7174,27.1041,603.63125,13.443975,82.9044,16.07635,4.059175,-3.3562,-6.74035,-4.78295
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.414675,136.32225,41.765825,10.09865,24.4951,133.643375,14.408425,12.790075,-17.32315,9.21455,5.180775
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,5.43795,337.589,25.338175,18.503525,4.31885,7.3204,3.295725,3.234525,-19.0412,-6.3104,2.819975
Gal(b1-4)GlcNAc(b1-3)GalNAc(b1-Sp14,15.2129,77.423125,40.166125,3.64125,39.86895,8.9222,9.354725,6.80125,-21.019975,2.326925,8.715725
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.415325,346.378675,18.402775,8.35935,34.369175,216.232025,16.86325,15.77765,-18.366425,4.718075,5.40945
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,22.191775,163.07945,20.2952,37.29645,11.926325,38.21045,19.934825,8.66385,-25.29605,-1.500275,13.656325
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,15.798525,122.13645,17.9899,78.67945,11.029875,138.130925,6.7356,11.565225,-7.533325,7.02425,-8.671325
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,8.350425,94.60775,5.16605,301.759475,50.541625,-5.41265,11.518275,15.99255,-37.346175,-0.286875,-0.22885
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,34.705725,75.3876,35.201525,531.288175,19.789525,80.0329,15.321,15.68615,-18.7729,-11.316475,-5.320125
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,6.940925,125.806225,39.786225,20.5791,11.731625,139.4322,-2.3268,31.436875,3.41635,-5.669625,3.79155
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(b1-Sp14,12.414425,827.472125,6.1846,10.45855,33.99775,38.245225,6.9232,4.85445,-6.81475,-7.18895,-8.08315
Gal(b1-4)GlcNAc(b1-Sp0,14.421525,80.530575,19.7491,8.791375,36.1402,23.18175,6.663425,9.2406,-6.161875,-2.197275,5.6249
Gal(b1-4)GlcNAc(b1-Sp8,14.64335,210.658725,15.7341,5.8879,24.94945,143.4966,25.777025,11.833175,0.2095,-4.281875,-6.365525
Gal(b1-4)GlcNAc(b1-Sp23,-3.50505,285.732625,13.8966,18.811075,13.187225,59.759325,-2.766275,9.069875,-9.3913,-9.73095,3.05385
Gal(b1-4)Glc(b1-Sp0,40.65035,90.358775,12.266225,13.30085,27.25695,18.8896,3.3355,10.793525,-0.479875,-4.50785,4.018575
Gal(b1-4)Glc(b1-Sp8,31.416925,235.12145,28.99305,15.0734,33.370625,283.89845,20.9569,5.0396,-14.489825,3.625275,3.554275
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,1006.082875,23.73165,86.93355,8.910225,13.830575,-5.3714,217.129525,16.00115,-10.851475,-8.10405,55.881875
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,542.906775,95.1101,30.745175,6.833275,13.8565,-2.53135,1.591,6.204125,-12.226675,-6.3334,1.1239
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,6.62385,50.082225,78.800775,13.27245,15.47425,286.480825,2.124325,19.56065,-10.640175,0.097325,-4.35035
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,267.6357,94.479575,39.9533,10.728725,6.117275,35.029325,13.311075,28.314075,-4.637875,-0.7183,8.24095
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,58.921725,45.791375,125.128,8.0545,14.0665,38.12575,-2.565175,12.74755,-20.27215,1.7942,-0.951325
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,341.642825,49.9043,28.54595,8.47255,22.158675,-20.3042,35.7871,-2.49595,-32.373375,-2.472925,-14.697175
GlcNAc(b1-3)GalNAc(a1-Sp8,160.06975,35.65035,28.220025,7.324725,22.49045,-49.01655,0.93605,17.791475,-12.015425,0.014575,-2.284125
GlcNAc(b1-3)GalNAc(a1-Sp14,29.6725,75.52375,50.932125,14.701225,25.514275,7.796725,2.216025,13.07535,-9.923775,-0.7449,1.93235
GlcNAc(b1-3)Gal(b1-Sp8,557.141975,97.528475,11.98355,9.247775,10.259625,89.702425,4.598375,5.769925,-15.09745,29.959475,4.898675
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,846.61365,109.5219,22.673975,26.941475,16.47205,233.936075,25.1964,21.4941,-18.71875,7.028825,-4.487075
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,733.1195,44.5945,129.2281,19.4206,12.1328,-5.18995,31.76205,8.0479,-26.608625,7.900075,-9.32775
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1021.488,70.1102,34.193525,34.599925,80.358775,16.210725,14.0909,9.20515,-8.008475,7.3999,-0.5441
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,700.51905,52.29635,23.89565,125.42275,17.516825,97.047725,-2.599325,2.058625,-20.631775,2.66245,12.001875
GlcNAc(b1-MDPLys,3.746225,68.216475,56.5277,3.8398,22.197475,91.11195,4.434125,31.875825,-6.427875,1.552725,6.07785
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,3.98545,38.0566,29.955525,12.716325,22.6661,-34.020575,61.1944,6.105675,-16.2478,-6.4257,-4.553275
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,-9.86215,36.959175,52.883875,8.024525,-8.02955,73.81715,-13.65985,3.7328,-13.90835,-3.9451,-15.390675
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,47.102175,74.3362,10.219125,13.165875,22.9712,89.5848,390.57275,17.96795,2.671825,-5.393925,1908.56225
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,81.262725,30.174775,10.9157,15.406775,7.121675,166.469225,426.918,2.559775,-20.682175,-0.90045,1083.95925
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,26.66805,91.8889,35.10325,10.97655,22.185875,43.286275,364.998775,7.35795,-10.900225,-3.037675,778.613625
GlcNAc(b1-6)GalNAc(a1-Sp8,40.60245,41.9273,15.413625,10.25495,8.79015,22.3056,178.562425,38.80005,-16.7232,-5.926775,18.243025
GlcNAc(b1-6)GalNAc(a1-Sp14,16.837075,64.1353,56.661975,5.093675,4.714575,-39.3075,4.123525,7.36645,-1.81845,-2.267475,-2.791725
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,24.7426,46.059125,11.2116,5.59195,22.19085,39.824075,189.599975,28.959725,-7.7717,-4.150725,-0.29565
Glc(a1-4)Glc(b1-Sp8,40.51315,180.992125,8.331925,-0.23385,22.0682,99.2099,18.902225,14.91265,7.70915,-0.920925,-0.21155
Glc(a1-4)Glc(a1-Sp8,33.023475,115.8748,15.4526,7.554375,10.019625,172.502325,11.07635,9.37305,-4.811775,-3.80145,20.448175
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,21.29955,210.83545,37.2506,1.912775,22.10435,101.4733,5.061675,28.526275,-3.083,-1.97355,9.170025
Glc(b1-4)Glc(b1-Sp8,30.522725,154.18215,15.997675,8.38755,57.78325,346.843775,22.9313,17.97785,6.9208,4.528775,1.28905
Glc(b1-6)Glc(b1-Sp8,28.81275,328.01535,17.272425,12.474675,41.629825,323.155325,13.61595,39.7103,-2.6177,0.48555,-1.07155
GlcA(a1-Sp8,5.828525,96.001525,7.54785,10.255,11.468975,133.4045,8.312325,13.31285,-14.276125,-0.206125,1.278475
GlcA(b1-Sp8,179.73665,59.5088,14.602125,19.14785,133.1548,346.114625,77.387025,34.186475,1.678475,39.368625,23.176125
GlcA(b1-3)Gal(b1-Sp8,27.976775,97.9956,12.31105,6.668025,4.143425,25.167775,11.85455,18.655575,-19.674575,1.757825,-0.261375
GlcA(b1-6)Gal(b1-Sp8,27.543525,36.533775,18.119675,9.6275,13.13675,53.63875,11.624,7.431375,-17.891325,-5.040475,3.28075
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,15.7552,77.705775,14.106325,5.752375,5.08185,-15.94775,9.744175,1.04145,-38.6451,8.58495,-4.874375
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,47.3519,28.339825,33.370675,14.63785,22.333525,121.755875,4.53195,12.347675,-27.01845,-2.509025,-7.8139
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,6.377625,83.30415,85.785125,8.41725,37758.0845,117.159775,866.623875,17.98745,141.607025,-6.205575,-7.616225
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,23.869375,58.856875,1012.19095,5.015625,39808.35755,38.09985,1688.518425,5.4932,2743.385475,6.8028,3.19645
Man(a1-2)Man(a1-3)Man(a1-Sp9,15.1539,182.333225,37.7076,2.5904,35066.67153,111.917925,365.382725,16.129725,1007.23835,-3.452425,1.49115
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.120225,66.637325,19.88205,5.336325,33595.34583,67.7243,4875.237625,14.372225,370.689875,30.120325,4.30415
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.98755,29.942075,77.533475,8.131025,36021.3639,-24.62505,7806.72935,-4.525175,210.211025,-39.976775,6.3577
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,62.257425,74.895175,69.77725,7.735575,21311.14895,54.618875,57.966075,23.895925,40.925625,-0.344425,23.4175
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,4.3167,54.613225,29.6841,11.329775,6757.849,185.75055,19585.46783,25.1931,595.1514,0.0135,-5.963525
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,30.9315,92.936575,1780.918825,2.102075,35271.00403,210.993025,5456.035025,32.081425,1992.150725,-4.841275,4.5085
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,171.512825,45.60125,36.49225,19.673825,34937.8392,78.366325,15398.31928,164.523825,141.8589,57.517425,64.14275
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,11.91035,56.5077,99.015625,16.956525,16699.31373,102.52355,15547.57595,8.613575,19.04645,-5.302875,2.91055
Man(b1-4)GlcNAc(b1-Sp0,29.721375,91.12135,15.353475,15.212,-2.8149,71.533075,4.247225,7.701025,-10.814,-5.6332,4.987025
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.81775,47.8012,9.438075,5.544075,3.72365,-126.713775,-1.741275,3.303775,-7.722625,68.452175,-9.2605
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,22.3059,44.99285,47.020075,5.908875,48.942225,2031.893525,18.166675,12.221325,-4.962225,6105.779125,6.59965
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,15.098775,141.92875,110.60265,16.4354,21.5657,31.7965,3.891775,16.0276,-17.7489,1235.463125,19686.18155
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,19.181,168.85275,20.49195,25.3769,33.2715,23.772,7.579,5.601025,-3.467925,11.9379,34879.39083
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,22.251675,235.899025,34.8533,7.4442,35.3549,54.436625,9.98305,15.6662,-14.039575,84.464675,30919.58323
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,6.6959,50.725175,35.643075,12.0367,42.4699,36853.06233,-9.4382,2.01355,-17.840425,-4.904775,-23.46875
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,-8.77915,80.910275,14.997525,9.609375,-18.564625,28505.90668,-2.315775,-0.900675,-44.755875,1.662275,-19.27525
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,29.0481,26.105525,14.82595,8.724075,31.3313,-7.492075,46.940075,9.0372,-23.985825,-1.550275,-13.253775
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,34.98895,39.50385,10.6057,10.185625,105.750125,17.304425,35.320525,32.738525,-44.91565,8.540575,-5.4559
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,18.651475,32.544675,20.0449,8.518675,11.115125,-28.541225,5.861775,2.472575,-17.780425,-7.07795,-2.8908
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,35.20675,80.3994,18.46925,6.97585,15.24955,5.18215,10.26565,-1.92155,-58.623825,-4.441975,-31.129725
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,14.743175,27.808275,42.5559,2.947625,8.03305,67.400825,0.90615,8.150225,-19.77295,-0.889475,-30.972675
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-0.980725,84.033375,10.00205,2.843,3.328075,24.12685,1.58025,13.7567,-13.2713,-12.0552,-9.142575
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,12.42735,36.971975,27.754525,8.330225,44.38365,-1.451125,1.454575,11.58255,-27.45015,18.628825,-9.339275
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,3.1266,65.0063,21.619825,3.05705,20.0224,155.9083,16.6136,21.345525,-36.737825,-1.3597,-2.673725
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.892725,79.121225,33.4435,8.102725,8.69815,36.217425,-2.736575,8.17355,-36.444425,3.03895,-12.3633
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,-1.9905,620.776125,53.91045,11.0476,14.192775,17354.78533,-2.4609,3.8836,-22.441575,-19.4088,-7.490975
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,3.9899,68.501325,28.28625,13.34205,11.216175,-40.861925,8.783075,22.1755,-12.5487,0.94945,-9.32765
Neu5Ac(a2-3)GalNAc(a1-Sp8,11.937475,32.596825,29.8597,13.696875,12.578925,-8.26855,130.311,-5.92895,-15.503,4.624925,-12.56885
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,12.75595,22.11125,21.88135,11.0113,3.030025,-41.0593,-5.62475,5.957,-20.152725,-6.684625,-11.0461
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(c1-Sp8,66.361475,79.353075,37.0972,8.0051,85.41105,96.713825,14.07305,34.469725,-9.177,15.914825,5.362625
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,7.8509,43.649325,72.99925,11.503625,16.67415,116.99455,-4.193375,4.478725,-21.584225,-2.133875,-10.28775
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,32.893275,42.322575,35.796175,5.629875,125.445625,15.41045,148.42485,41.29455,-33.24615,-27.618375,-3.676775
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,7.9801,127.5006,65.304125,9.30185,8.55375,90.49495,7.827575,5.32005,-44.14015,5.510925,-12.075525
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,3.4023,89.071625,86.380975,18.1814,13.267875,41978.23288,-1.7834,33.027675,-1.525,33.55135,-9.53025
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,7.95835,147.3933,18.3811,17.0637,12.090875,40473.49793,-5.216975,4.2694,-12.194975,-4.77015,-7.0261
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,76.786325,180.25215,36.25705,8.58885,878.933425,30933.04838,112.245825,77.257825,0.65355,254.188725,13.196375
Neu5Ac(a2-3)Gal(b1-Sp8,10.99395,173.04145,16.81565,11.02795,24.0793,167.743875,0.7546,18.560025,-11.441675,2.4685,3.99305
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,37.8816,88.1446,18.05385,16.095725,40.43665,1448.8593,8.324525,13.428225,-10.451675,-4.02065,-6.0809
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.8488,32.325975,17.83125,21.607175,23.03115,41.31425,-0.9874,0.55415,-22.4733,-4.51095,-24.6108
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,23.686175,76.250675,81.6293,11.159975,35.309475,-6.214025,31.43035,11.056775,-11.024725,1.190175,30862.9727
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,9.15975,16.3981,16.63295,15.2818,55.562725,-25.4193,-7.8484,17.096525,-35.89605,-18.936225,-25.873475
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,2.101875,33.338725,8.5092,8.8738,8.44395,-90.829875,-7.919725,19.815125,-18.0144,-2.492725,-6.1503
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,12.576625,29.365125,11.819325,8.566875,29.84145,-16.109125,-10.37725,5.5165,-26.2555,-3.419825,-29.308725
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,8.6429,37.20885,36.13665,11.082125,4.691075,-59.7311,0.0077,23.610425,-14.902275,-2.1813,-4.9119
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,22.36025,83.9308,26.848525,8.367125,48.308675,106.92375,44.335525,31.34165,-17.3419,-3.81885,10.22625
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.002125,86.793325,15.137475,6.59655,43.762875,65.720325,-1.68065,2.500425,-12.16805,18.315625,-6.727125
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.633,94.168525,17.9391,9.0948,-1.22855,-0.2032,1.560675,8.332275,-18.7753,12.29055,-5.61935
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,3.039925,82.1882,28.95015,5.824975,12.904275,23.99355,-4.873925,2.15435,-28.84045,9.54815,-14.393175
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,12.7878,145.188875,58.7732,19.25205,44.838175,227.24025,32.4645,21.459075,-1.09015,-27.190725,24.7828
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,15.285875,67.562925,25.79885,7.521475,28.2392,159.2021,9.30425,7.943625,5.72105,86.90275,13.205275
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,6.656725,36.51005,17.3238,5.173175,29.083025,2249.944175,9.528375,7.68365,-13.615475,-3.5971,-11.993175
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,5.229425,49.626225,15.5535,7.13195,3.0313,245.9272,7.0711,9.754,-7.62825,11.889025,-6.2899
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,13.59485,50.94035,28.535025,3.117625,42.093875,790.2446,64.781275,2.79385,-15.2794,18.666975,-16.377575
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,20.70255,90.33255,9.363725,439.47465,20.36805,131.9289,52.138425,2.2874,11.7595,39.60735,48271.43258
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,19.7422,40.67685,11.969575,7.607225,104.901275,605.244075,54.217525,113.89545,-2.870825,-12.88595,8.674125
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,15.403875,91.61815,143.9528,19.448875,62.053975,385.791025,25.888425,13.368625,-22.520525,5.5,0.090275
Neu5Ac(a2-6)GalNAc(a1-Sp8,4.766475,76.2827,40.017925,11.0516,7.920675,11.09875,2.99435,3.14085,-10.34805,8570.824925,-18.605075
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,3.4751,132.071,20.2401,5.192925,16.965425,26.91895,90.55595,25.46575,-20.2515,36335.76768,-1.1926
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,5.99355,151.035425,39.915575,3.9161,15.03665,152.723925,41.833075,8.99385,-5.748075,51133.71098,-9.65815
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,35.7932,126.299475,8.53305,7.65365,21.362925,163.053725,21.3861,8.881175,-8.316225,35862.81215,-11.7936
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,8.674325,77.75455,43.095675,9.425125,13.197025,45.1826,-4.7465,15.214825,-16.216375,32551.6217,-9.884725
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,32.8031,66.771825,69.33485,15.514825,174.164575,122.0235,68.352325,25.382675,11.66665,40448.8013,-2.416075
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.201675,41.467975,23.4266,39.772475,3.959225,97.912175,10.89865,7.318425,-15.681975,27682.21423,-12.440325
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,16.4316,28.3813,10.752475,12.8141,43.250075,33.6731,-6.3899,8.320425,-25.52295,2867.521425,-16.456225
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,28.8119,78.674175,13.802225,22.5097,31.6905,121.573975,13.3318,11.1545,4.807125,25380.40945,4.7385
Neu5Ac(a2-6)Gal(b1-Sp8,29.32485,37.576675,35.80145,14.696925,4.13395,41.67875,1.943625,5.4265,-15.9057,20445.75843,-8.669625
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,10.671375,41.552325,27.3913,9.8297,7.822225,7.493475,-5.283325,15.9398,-11.482825,-2.299875,-7.8663
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,6.422,53.88895,30.34265,12.206175,-1.834825,5.451225,7.62435,-1.8925,-15.234425,20.8223,-2.41135
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,18.0088,219.156825,1689.3919,1.729075,67.15325,24.5263,9.885475,0.013175,-21.23225,7.5497,-1.37925
Neu5Ac(b2-6)GalNAc(a1-Sp8,6.054675,97.8742,13.34135,8.9945,7.327125,22.476125,2.323025,17.537025,-13.20435,17.41965,-2.523375
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,4.277675,95.986425,57.601275,9.123775,14.383975,16.78155,10.687975,14.0432,-31.312925,22.0409,-14.1759
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,47.124625,118.031825,86.1117,0.687225,18.1104,218.1458,1.193175,11.232825,-10.82085,0.865,-3.202125
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,16.99255,112.431025,13.0792,5.1631,19.244675,119.67555,3.604025,22.0561,-3.71605,-5.66215,3.615975
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.236125,43.669875,27.17455,-1.10785,13.058425,3.07515,1.880325,2.613825,1.3497,-1.682625,-6.64945
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,6.972225,124.448925,35.6223,7.820425,7.33215,68.2146,11.002825,10.665525,-10.178725,13.996775,-5.5611
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,26.89345,108.034525,20.6009,9.4202,13.745275,279.478975,15.640875,8.8569,-3.825475,10.06065,17.19205
