IUPAC,ACG,CTB,DC_SIGN,Gal4,LCA,MAL,NPL,PSA,SBA,SNL,UEA
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.012120604,0.002203442,0.005143426,0.00482125,0.000761393,0.003732076,0.001013837,0.005650421,0.001533039,0.002023711,0.000857015
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,0.026606725,0.004326369,0.003917244,0.006062217,0.000840127,0.465390871,0.00156226,0.005642802,0.001789392,0.002078057,0.001414182
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.012460882,0.001990154,0.013907051,0.004767894,0.000819594,0.003183543,0.001009196,0.004713851,0.001649625,0.001974835,0.000962376
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,0.012062179,0.002214519,0.001784925,0.008429601,0.000284439,0.003229161,0.002100698,0.005390564,0.001598016,0.001881172,0.001015233
Gal(b1-3)GalNAc(a1-Sp8,0.019547713,0.007990286,0.002237247,0.004478492,0.000593621,0.004269995,0.001259605,0.007006906,0.002059873,0.002044787,0.001067559
Gal(b1-3)GalNAc(a1-Sp14,0.013330131,0.004925796,0.002418874,0.010719309,0.001598539,0.064747195,0.00121163,0.00555664,0.001849755,0.005450399,0.001400998
Gal(b1-3)GalNAc(a1-Sp16,0.019109769,0.00219662,0.003506926,0.004952266,0.001016088,0.003101791,0.001181045,0.007016291,0.00148488,0.001981584,0.001070167
Gal(b1-3)GalNAc(b1-Sp8,0.029592449,0.034490086,0.007367999,0.050120549,0.000761258,0.00510908,0.002662514,0.006928748,0.002167714,0.001866908,0.001070787
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,0.027338173,0.001834488,0.006091236,0.0094459,0.000859712,0.008207677,0.002793343,0.005846336,0.002462881,0.002093063,0.001539709
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.018551526,1,6.37E-05,0.022930135,0.000554921,0.004257158,0.001054268,0.005431585,0.001872822,0.001989635,0.001114389
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,0.014419481,0.043661138,0.014914046,0.013563844,0.000891472,0.005049837,0.001674186,0.006582306,0.002567838,0.002097282,0.001178098
Gal(b1-3)Gal(b1-Sp8,0.022077922,0.019901475,0.00284932,0.036928424,0.000690323,0.00841789,0.001186937,0.004776084,0.002015105,0.001833602,0.001188389
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.015605253,0.002339134,0.002734033,0.027424408,0.000520344,0.006463194,0.001324033,0.006046891,0.002110635,0.002363039,0.001252856
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,0.011608224,0.001557608,0.002462527,0.108531665,0.001042589,0.005271979,0.001010345,0.005897738,0.002030151,0.001844589,0.00120078
Gal(b1-3)GlcNAc(b1-Sp0,0.022532877,0.004522857,0.002802421,0.007686802,0.00064858,0.006498907,0.001738816,0.005964358,0.001738121,0.00183429,0.001118582
Gal(b1-3)GlcNAc(b1-Sp8,0.017199609,0.004001073,0.002371861,0.009657895,0.000641425,0.006831873,0.001259273,0.005394563,0.002031538,0.001903676,0.000899336
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.012329494,0.004697464,0.053906079,0.006814297,0.000579116,0.007625253,0.001520063,0.00624069,0.001967808,0.001968529,0.001717963
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,0.015793489,0.002964637,0.092667142,0.007189184,0.000641173,0.005027725,0.002167148,0.006226008,0.002008455,0.001810597,0.002213461
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.035366587,0.005004163,0.264651554,0.004257692,0.001062612,0.00344065,0.001611118,0.005680766,0.001915619,0.001794112,0.001489076
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.011790275,0.000715056,0.745758929,0.010000117,0.000872526,0.009276223,0.001097807,0.005476035,0.002059603,0.002025773,0.001488512
Gal(b1-4)(6S)Glc(b1-Sp0,0.027744829,0.010150695,0.001408495,0.088580875,0.000771977,0.004097006,0.001447771,0.008248481,0.001975307,0.010163454,0.001356293
Gal(b1-4)(6S)Glc(b1-Sp8,0.013521748,0.001996399,0.002904819,0.05720082,0.000876186,0.005632092,0.001438539,0.005720998,0.002036511,0.009958382,0.001130211
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.014837647,0.002920853,0.005023738,0.361677376,0.000677536,0.005327939,0.001573134,0.005379548,0.00224345,0.00185927,0.001099801
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.008602844,0.003906293,0.007802571,0.00853243,0.000911459,0.006532575,0.001511652,0.005845955,0.001876435,0.002170672,0.001305964
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,0.010721369,0.010181801,0.004689043,0.013533232,0.000484382,0.003533436,0.001102022,0.005335495,0.001831289,0.001867662,0.001257116
Gal(b1-4)GlcNAc(b1-3)GalNAc(b1-Sp14,0.017571053,0.002069816,0.007499381,0.004690352,0.001236882,0.003571466,0.001325365,0.005526031,0.001779292,0.002036242,0.001379107
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.01280773,0.010455863,0.003374578,0.007497566,0.001120466,0.008493382,0.00160214,0.006005552,0.001849021,0.002082911,0.001310696
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.022461419,0.004740584,0.003733249,0.024714802,0.000645412,0.004266822,0.001715363,0.005625531,0.001666929,0.001961544,0.001481335
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.017981423,0.00346398,0.003296326,0.049337202,0.000626436,0.006639118,0.00122882,0.005780523,0.002133686,0.002127922,0.001019346
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,0.012762252,0.002605633,0.000865824,0.182067205,0.001462794,0.00323113,0.001405117,0.006017032,0.001350283,0.001985227,0.001194032
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,0.031230425,0.002006348,0.006558441,0.318634093,0.000811854,0.005259764,0.001545291,0.006000664,0.00183834,0.001769955,0.001088686
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.011774561,0.003578403,0.007427378,0.014768175,0.00064129,0.006670013,0.000894767,0.006842071,0.002421414,0.001880168,0.001277219
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(b1-Sp14,0.015610053,0.025456381,0.00105887,0.008746566,0.001112604,0.004267648,0.001235736,0.005422032,0.002152568,0.001850514,0.001031516
Gal(b1-4)GlcNAc(b1-Sp0,0.017016506,0.002166706,0.003629746,0.007754616,0.001157954,0.003910013,0.00122616,0.005656341,0.002169724,0.00194794,0.001315154
Gal(b1-4)GlcNAc(b1-Sp8,0.017171947,0.006224108,0.002868784,0.006027083,0.000921076,0.006766509,0.001930715,0.005794837,0.002337147,0.001907254,0.001067056
Gal(b1-4)GlcNAc(b1-Sp23,0.004454665,0.008564916,0.002520523,0.01371622,0.000672101,0.004778432,0.000878568,0.005647221,0.002084863,0.001800901,0.001261955
Gal(b1-4)Glc(b1-Sp0,0.035396053,0.00247315,0.002211519,0.010437701,0.00096992,0.00380811,0.001103488,0.005739299,0.002319032,0.001902843,0.001281917
Gal(b1-4)Glc(b1-Sp8,0.028925837,0.006986857,0.00538175,0.011492348,0.00109933,0.010099907,0.001753038,0.005431923,0.001950887,0.002061583,0.00127231
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,0.71191178,0.000395713,0.016363201,0.007825331,0.000685719,0.003232109,0.008984245,0.006017491,0.002046494,0.001832654,0.002355039
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,0.38734646,0.002621297,0.00571383,0.00658957,0.000686268,0.003299537,0.001039183,0.005494132,0.002010357,0.001867213,0.001222022
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,0.011552375,0.001217325,0.014821797,0.010420803,0.000720512,0.010161217,0.001058842,0.006207641,0.002052046,0.001992725,0.001108752
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,0.194453424,0.002601637,0.007459044,0.008907317,0.00052245,0.004191297,0.001471202,0.006675251,0.002209771,0.001976806,0.001369283
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,0.048199509,0.001083536,0.023602186,0.007316184,0.000690713,0.004264811,0.00088598,0.005843683,0.001798943,0.002025844,0.001179083
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,0.246313064,0.001211778,0.005297011,0.007564919,0.000862003,0.002877577,0.002299701,0.005029372,0.001480955,0.00194256,0.000894663
GlcNAc(b1-3)GalNAc(a1-Sp8,0.119077823,0.000767339,0.005235239,0.006881977,0.000869026,0.002195893,0.001015041,0.006113131,0.002015908,0.00199111,0.001151505
GlcNAc(b1-3)GalNAc(a1-Sp14,0.027703451,0.002010593,0.009539858,0.011270908,0.000933032,0.003544745,0.001062222,0.005861194,0.002070871,0.001976287,0.00123875
GlcNAc(b1-3)Gal(b1-Sp8,0.397321613,0.002696702,0.002157943,0.008026169,0.000610132,0.005489336,0.001150039,0.005470937,0.001934921,0.002575564,0.001300127
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.600165556,0.003070657,0.004184097,0.018553713,0.000741632,0.008913708,0.001909312,0.006310926,0.001839763,0.002128012,0.001105923
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,0.520635837,0.001046218,0.024379277,0.014078881,0.000649782,0.003236417,0.002151332,0.005592627,0.001632438,0.002145017,0.001005763
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.722706744,0.001841799,0.006367395,0.023110401,0.002093943,0.003744509,0.001499947,0.005654447,0.0021212,0.002135254,0.001187509
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,0.497791447,0.001286362,0.004415641,0.077148918,0.000763747,0.005663727,0.000884722,0.005272678,0.001789493,0.00204279,0.001447102
GlcNAc(b1-MDPLys,0.009535912,0.001782752,0.010600386,0.004808487,0.000862824,0.005522801,0.001143985,0.00686552,0.002162734,0.002021131,0.001324526
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,0.009703546,0.000842366,0.005564168,0.010089916,0.000872744,0.002551925,0.003236251,0.005488873,0.001904693,0.001865411,0.001104554
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,0,0.000808148,0.009909773,0.007298349,0.000222999,0.005112191,0.000477015,0.005362113,0.001966167,0.001913827,0.000880313
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,0.039917095,0.001973565,0.001823532,0.010357393,0.000879202,0.005486544,0.015377612,0.006122558,0.00240185,0.001885549,0.040689501
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,0.063854707,0.00059661,0.001955554,0.011690702,0.00054371,0.007311921,0.016717351,0.00529945,0.001788169,0.001973251,0.02362735
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,0.025598117,0.002520859,0.006539815,0.00905477,0.000862579,0.004387332,0.014434919,0.00555577,0.002045213,0.001931538,0.017309336
GlcNAc(b1-6)GalNAc(a1-Sp8,0.035362487,0.000963054,0.002808045,0.008625426,0.000579027,0.003889212,0.007562606,0.007235414,0.0018922,0.001875149,0.00157624
GlcNAc(b1-6)GalNAc(a1-Sp14,0.018709175,0.001655501,0.010625836,0.005554528,0.000492758,0.002426404,0.001132536,0.005556224,0.002283858,0.00194657,0.001141002
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,0.02424888,0.001091885,0.002011636,0.005850996,0.000862684,0.004305133,0.007969466,0.006709741,0.002127422,0.001909813,0.00119265
Glc(a1-4)Glc(b1-Sp8,0.035299912,0.005299102,0.001465852,0.002384713,0.000860088,0.005715061,0.0016773,0.005959343,0.002534218,0.001972851,0.00119439
Glc(a1-4)Glc(a1-Sp8,0.030051608,0.003268741,0.002815432,0.007018616,0.000605052,0.007455158,0.001388827,0.005663417,0.002205201,0.00191663,0.001621867
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,0.021836203,0.006229619,0.006946802,0.00366193,0.000860853,0.005768799,0.001167117,0.006686586,0.002250629,0.001952307,0.001388507
Glc(b1-4)Glc(b1-Sp8,0.028299236,0.004463166,0.00291874,0.007514345,0.00161608,0.011594345,0.001825817,0.006123087,0.002513502,0.002079217,0.001225439
Glc(b1-6)Glc(b1-Sp8,0.027100991,0.009883294,0.003160343,0.009946137,0.001274155,0.011031937,0.00148244,0.00728404,0.002262855,0.002000303,0.001176595
GlcA(a1-Sp8,0.01099506,0.002649091,0.001317246,0.008625456,0.000635731,0.006526904,0.001286941,0.005873882,0.001956503,0.001986803,0.00122522
GlcA(b1-Sp8,0.132859176,0.001511246,0.002654241,0.013916598,0.003211493,0.011577033,0.003833134,0.006988956,0.002375748,0.002759208,0.001678312
GlcA(b1-3)Gal(b1-Sp8,0.026515191,0.002711267,0.002220014,0.006491248,0.000480668,0.003957165,0.001417512,0.006159291,0.001814646,0.002025134,0.001193359
GlcA(b1-6)Gal(b1-Sp8,0.026211596,0.000794884,0.003320922,0.008252101,0.000671033,0.004633119,0.001409014,0.005559692,0.001861505,0.001892448,0.00126665
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,0.017951063,0.002078629,0.002560273,0.005946447,0.000500532,0.002981007,0.001339721,0.005218341,0.001316151,0.002158384,0.00109791
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,0.040092087,0.000539396,0.006211441,0.0112332,0.000865704,0.006250344,0.001147591,0.005822322,0.001621668,0.001941856,0.001037087
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,0.011379835,0.002253187,0.01614554,0.007532016,0.799630261,0.006141224,0.032925545,0.0061236,0.006052699,0.001869708,0.001041177
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,0.023636978,0.001490919,0.191727033,0.005508089,0.843029038,0.004264197,0.063221765,0.005456154,0.074420537,0.0021236,0.001264906
Man(a1-2)Man(a1-3)Man(a1-Sp9,0.017529709,0.005340918,0.007033417,0.004065109,0.742660273,0.006016773,0.014449072,0.00602436,0.028799194,0.001923443,0.001229621
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.011900204,0.001733514,0.003654944,0.005698902,0.711516257,0.004967535,0.18068884,0.005930474,0.012072389,0.002578703,0.001287826
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.008303541,0.000589354,0.014581606,0.007361716,0.762868548,0.002774992,0.28874786,0.00492097,0.00785543,0.001210574,0.001330316
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.050536962,0.001990994,0.013111571,0.007126428,0.451492783,0.004656389,0.00311725,0.006439232,0.003407059,0.001984103,0.001683307
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,0.009935666,0.001358602,0.005512725,0.009264935,0.143438487,0.007769695,0.722929179,0.006508527,0.017970642,0.001991089,0.001075374
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,0.028585681,0.002553526,0.337423858,0.003774561,0.746985444,0.008368998,0.202097871,0.006876503,0.05468008,0.001896335,0.001292054
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.127096426,0.001077608,0.006803072,0.014229547,0.739933238,0.005220197,0.568584834,0.013951607,0.006059317,0.00311343,0.002525967
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.015256829,0.001417672,0.018653114,0.012612785,0.35387261,0.005793734,0.57408665,0.005622845,0.002832132,0.001887326,0.00125899
Man(b1-4)GlcNAc(b1-Sp0,0.027737699,0.002496927,0.002796645,0.011574813,0.000333379,0.005057963,0.001137095,0.005574097,0.002047478,0.001880879,0.001301955
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.012388986,0.001146203,0.0016755,0.005822511,0.000471783,0.000351218,0.000916351,0.005339195,0.002128712,0.00332685,0.001007155
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,0.022541391,0.001058638,0.008798408,0.006039562,0.001428939,0.051600521,0.001650186,0.005815572,0.002201248,0.121161202,0.001335323
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,0.017491081,0.004081104,0.0208492,0.012302722,0.000849451,0.004114543,0.001123993,0.006018904,0.001865248,0.026104146,0.408532491
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,0.020351653,0.004920596,0.003770539,0.017622809,0.001097232,0.003924027,0.001259909,0.005461914,0.002240514,0.002223825,0.722900542
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,0.022503393,0.007011102,0.006492442,0.006953063,0.001141332,0.004652062,0.001348526,0.005999598,0.001962719,0.003639377,0.640966766
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,0.011602863,0.001237372,0.006642128,0.009685547,0.001291937,0.878319036,0.000632631,0.005270271,0.001862843,0.001895096,0.000713167
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,0.0007589,0.002178545,0.002729181,0.008241317,0,0.680142227,0.000895174,0.005114592,0.001155576,0.002023269,0.000799936
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.02726591,0.000469731,0.002696663,0.007714574,0.001056163,0.003181761,0.002710816,0.005645476,0.001701358,0.001960568,0.000924528
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.031428892,0.000887491,0.0018968,0.008584179,0.00263141,0.003770475,0.002282502,0.006911606,0.001151377,0.002157518,0.001085877
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,0.019980594,0.000670504,0.003685809,0.007592363,0.000628241,0.002682015,0.00119661,0.005294792,0.001864419,0.001852681,0.001138952
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.031581513,0.002162616,0.003387177,0.0066744,0.000715755,0.00348267,0.001358943,0.005060057,0.000791163,0.001904129,0.000554651
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,0.017241898,0.000522822,0.007952314,0.004277653,0.000563001,0.004959856,0.001013939,0.005598093,0.001812061,0.001973465,0.0005579
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,0.006223556,0.002275924,0.00178239,0.004215403,0.00046341,0.003932452,0.001038787,0.005897592,0.001982907,0.001755537,0.001009595
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,0.015619111,0.000808547,0.005147013,0.007480237,0.001332446,0.003325184,0.001034154,0.005781449,0.001610325,0.002354416,0.001005525
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,0.009101717,0.001682659,0.003984305,0.00434276,0.000816784,0.007061186,0.001592938,0.006302989,0.001366269,0.001964288,0.001143444
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.010339309,0.002122763,0.006225243,0.007344878,0.00057708,0.004219504,0.000879662,0.005599339,0.001373979,0.002050139,0.000942954
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.005515968,0.019011589,0.01010434,0.009097044,0.000693386,0.415394121,0.000889824,0.005370169,0.001741937,0.001612012,0.001043769
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,0.009706665,0.001791634,0.005247791,0.010462215,0.00063038,0.002389499,0.001304293,0.006347327,0.002001895,0.002009357,0.001005765
Neu5Ac(a2-3)GalNAc(a1-Sp8,0.015275836,0.00067213,0.005546006,0.010673331,0.000659225,0.003163326,0.005783988,0.00484598,0.001924264,0.002081093,0.0009387
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,0.015849373,0.000345189,0.004033871,0.009075446,0.000457101,0.002384813,0.0007732,0.005480931,0.001802081,0.001860358,0.000970208
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(c1-Sp8,0.053412828,0.002129992,0.006917728,0.007286792,0.002200886,0.0056558,0.00149929,0.007004087,0.002090494,0.002301446,0.001309727
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,0.012412216,0.001016747,0.013722236,0.009368373,0.00074591,0.006137302,0.000825963,0.005401961,0.001764465,0.001949178,0.0009859
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.029960372,0.000975379,0.006671145,0.005873561,0.00304831,0.003725509,0.006451691,0.007368671,0.001458021,0.00145178,0.00112269
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,0.012502751,0.003631234,0.01226378,0.008058343,0.000574023,0.005508152,0.001269072,0.005446905,0.001171756,0.002098386,0.000948908
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,0.009294911,0.002433017,0.016258471,0.013341571,0.000673809,1,0.000914798,0.006927052,0.002291569,0.002645669,0.001001573
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,0.01248751,0.004251489,0.00337047,0.012676553,0.000648895,0.964274828,0.000788231,0.005390779,0.00201119,0.001897724,0.001053387
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,0.060717921,0.00527603,0.006758495,0.007634116,0.018997625,0.73776703,0.00511808,0.009289837,0.002348815,0.006951989,0.001471818
Neu5Ac(a2-3)Gal(b1-Sp8,0.014614672,0.0050512,0.00307377,0.009085352,0.000902657,0.007342184,0.001008352,0.006154187,0.002030985,0.002039005,0.001281389
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,0.033455883,0.002404112,0.003308446,0.012100619,0.001248899,0.037758218,0.001287391,0.005880045,0.002056999,0.001912352,0.001072945
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.015914437,0.000663685,0.003266257,0.015379867,0.000880471,0.004340512,0.00094414,0.005192309,0.001741103,0.001902783,0.000689536
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,0.023508603,0.002033259,0.015357887,0.009163905,0.00114037,0.003212104,0.002139105,0.005753362,0.002041941,0.002014055,0.639795418
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,0.013329377,0.000167053,0.003039143,0.011616343,0.001569077,0.002756135,0.000691233,0.006076007,0.001388389,0.001621235,0.00066341
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,0.008383653,0.000695262,0.001499451,0.007803658,0.000571699,0.001203168,0.000688604,0.006221235,0.001858271,0.001942174,0.001071509
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,0.015723713,0.000571365,0.002126818,0.007621041,0.001024627,0.002977176,0.000598016,0.005457399,0.001641717,0.001924079,0.00059233
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,0.012967201,0.000815933,0.006735675,0.009117586,0.000492261,0.00194151,0.00098082,0.006423981,0.001940049,0.001948252,0.001097133
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.022579476,0.002272725,0.004975299,0.007502192,0.001415528,0.005898202,0.002614808,0.006836984,0.001875943,0.001916291,0.001410362
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.009715231,0.002361979,0.002755706,0.006448721,0.001319306,0.004919957,0.000918585,0.005296279,0.002011898,0.002348303,0.001059574
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,0.011558786,0.002591938,0.003286698,0.007935151,0.000366958,0.003354812,0.001038065,0.005607818,0.001838277,0.002230708,0.001082495
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,0.009040981,0.002218391,0.005373619,0.005989643,0.000666112,0.003929287,0.000800877,0.005277792,0.001573791,0.002177183,0.000900953
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,0.015871692,0.004182755,0.011025976,0.013978595,0.001342067,0.008754737,0.002177225,0.006309055,0.002302995,0.001460127,0.001711557
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.017622189,0.001762374,0.004776354,0.006999041,0.000990711,0.007139386,0.001323505,0.005587056,0.002481976,0.003686962,0.001472002
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,0.011575411,0.000794144,0.00317008,0.00560183,0.001008573,0.056777444,0.001331766,0.005573169,0.001973863,0.001920619,0.000950612
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,0.010575247,0.001203107,0.002834555,0.006767278,0.000457128,0.0091984,0.001241188,0.005683767,0.002131191,0.002222871,0.00106862
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.016437223,0.001244082,0.005294941,0.004378801,0.001283978,0.022121495,0.003368468,0.005311954,0.00193014,0.002355161,0.000859893
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,0.021417862,0.002472332,0.001661409,0.264006121,0.0008241,0.006491871,0.002902434,0.0052849,0.00264065,0.002763868,1
